City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,villa carlos paz,-31.4241,-64.4978,284.75,59,2,0.89,AR,1682426891
298,santa cruz,-17.8,-63.1667,293.18,88,75,5.66,BO,1682426891
299,liwale,-9.7667,37.9333,298.64,80,99,2.72,TZ,1682426891
300,parkersburg,39.2667,-81.5615,277.75,93,0,0.0,US,1682426891
301,santa vitoria do palmar,-33.5189,-53.3681,293.44,86,100,3.38,BR,1682426869
302,satipo,-11.2522,-74.6386,294.73,96,100,0.33,PE,1682426861
303,vadso,70.0744,29.7487,275.24,64,20,11.32,NO,1682426892
304,dhuusamarreeb,5.535,46.3861,306.16,42,97,3.71,SO,1682426892
305,bambanglipuro,-7.95,110.2833,299.67,86,100,2.11,ID,1682426892
306,northam,51.0333,-4.2167,285.51,61,100,5.26,GB,1682426892
307,el charco,2.4769,-78.1105,299.7,82,81,0.72,CO,1682426893
308,badger,64.8,-147.5333,264.29,59,40,4.63,US,1682426893
309,alaghsas,17.0187,8.0168,313.09,10,0,5.14,NE,1682426893
310,boguchany,58.3814,97.4531,272.83,91,100,4.73,RU,1682426894
311,la concepcion,8.5167,-82.6167,297.81,76,8,0.66,PA,1682426789
312,waajid,3.8096,43.2463,303.31,54,94,2.71,SO,1682426894
313,kupino,54.3663,77.2981,285.07,50,47,5.4,RU,1682426894
314,tarawa,1.419,172.984,300.2,83,75,1.54,KI,1682426837
315,georgetown,5.4112,100.3354,303.12,79,40,3.09,MY,1682426700
316,chinde,26.8418,88.0763,292.4,48,100,2.29,NP,1682426894
317,el calafate,-50.3408,-72.2768,278.7,79,5,1.97,AR,1682426895
318,pacocha,-17.5833,-71.3333,293.21,81,64,2.04,PE,1682426895
319,sungailiat,-1.85,106.1333,300.67,76,15,0.89,ID,1682426895
320,kavaratti,10.5669,72.642,301.36,67,71,3.55,IN,1682426895
321,rio de janeiro,-22.9028,-43.2075,302.12,80,20,2.06,BR,1682426895
322,rajakhera,26.8961,78.1714,305.26,17,2,1.4,IN,1682426895
323,sao tome,0.3365,6.7273,299.15,87,100,7.08,ST,1682426895
324,huilong,31.8111,121.655,285.14,77,100,4.23,CN,1682426677
325,mhamid,29.82,-5.72,308.48,9,0,4.85,MA,1682426896
326,vila velha,-20.3297,-40.2925,298.12,85,75,2.57,BR,1682426896
327,xilitla,21.3333,-98.9667,292.79,92,100,0.81,MX,1682426896
328,al qusayr,34.5091,36.5798,293.43,46,0,6.02,SY,1682426812
329,berezovyy,51.6667,135.7,275.34,88,100,1.53,RU,1682426896
330,ternate,0.8,127.4,301.11,78,59,1.4,ID,1682426693
331,khovd,48.0056,91.6419,283.05,23,0,8.41,MN,1682426897
332,gagliano del capo,39.8442,18.3695,293.51,82,0,2.57,IT,1682426897
333,kingsford,-33.924,151.2275,291.36,82,0,0.45,AU,1682426897
334,belyy yar,53.6039,91.3903,276.09,30,0,6.0,RU,1682426897
335,colonia,50.9333,6.95,285.07,54,0,6.17,DE,1682426898
336,slave lake,55.2834,-114.769,275.14,93,100,2.57,CA,1682426898
337,san rafael del yuma,18.4299,-68.6739,297.91,60,32,2.27,DO,1682426898
338,vorkuta,67.5,64.0,267.82,91,6,3.31,RU,1682426899
339,chita,52.0333,113.55,279.09,30,40,0.0,RU,1682426900
340,kingscliff,-28.2667,153.5667,291.33,82,75,4.63,AU,1682426901
341,la plata,-34.9215,-57.9545,293.17,82,100,2.6,AR,1682426901
342,egilsstadir,65.2653,-14.3948,272.1,80,100,6.69,IS,1682426901
343,hilo,19.7297,-155.09,294.4,86,100,2.68,US,1682426746
344,gadzhiyevo,69.2551,33.3362,273.42,70,0,9.01,RU,1682426902
345,kailua-kona,19.6406,-155.9956,297.13,80,75,2.24,US,1682426902
346,mitu,1.1983,-70.1733,298.4,80,99,1.01,CO,1682426903
347,coronel du graty,-27.6804,-60.9146,288.72,76,0,0.58,AR,1682426903
348,acapulco de juarez,16.8634,-99.8901,297.05,88,75,1.03,MX,1682426903
349,pingyi,35.5006,117.6308,286.01,64,5,1.91,CN,1682426744
350,nogliki,51.8333,143.1667,272.65,84,100,2.37,RU,1682426903
351,mar del plata,-38.0023,-57.5575,292.64,98,100,1.03,AR,1682426664
352,manggar,-2.8833,108.2667,300.9,75,99,1.19,ID,1682426902
353,nikolayevsk-on-amure,53.1406,140.73,272.54,81,100,1.67,RU,1682426903
354,karachev,53.1229,34.9852,288.94,52,100,2.07,RU,1682426904
355,merizo village,13.2658,144.6691,301.46,92,33,6.9,GU,1682426904
356,wynne,35.2245,-90.7868,283.7,70,100,1.9,US,1682426904
357,howard springs,-12.497,131.047,301.1,80,100,2.5,AU,1682426904
358,trapani,37.8333,12.6667,297.19,73,0,4.12,IT,1682426904
359,dongola,19.1667,30.4833,315.3,7,30,1.17,SD,1682426905
360,antsiranana,-12.2787,49.2917,304.57,70,40,5.14,MG,1682426906
361,nemuro,43.3236,145.575,276.89,87,100,5.15,JP,1682426817
362,palikir - national government center,6.9248,158.1611,299.91,80,100,6.74,FM,1682426757
363,kouango,4.9934,19.9619,313.03,25,83,0.69,CF,1682426762
364,claveria,18.6074,121.0832,298.11,85,24,4.23,PH,1682426907
365,trincomalee,8.5711,81.2335,302.48,76,100,5.4,LK,1682426908
366,lamar,33.6668,-95.5836,286.68,65,100,5.14,US,1682426908
367,kristiansund,63.1115,7.732,278.18,80,75,2.57,NO,1682426908
368,pasni,25.2631,63.471,299.64,73,100,5.88,PK,1682426909
369,la almunia de dona godina,41.4767,-1.3745,297.38,36,100,4.7,ES,1682426909
370,narvik,68.4384,17.4272,276.82,54,12,2.61,NO,1682426909
371,noumea,-22.2763,166.4572,298.15,99,100,5.7,NC,1682426806
372,grand falls-windsor,48.9332,-55.6649,278.16,76,96,5.26,CA,1682426910
373,rosso,16.4986,-15.8153,311.49,14,3,4.21,SN,1682426910
374,safford,32.834,-109.7076,291.55,32,0,2.06,US,1682426911
375,rreshen,41.7675,19.8756,293.75,73,100,3.48,AL,1682426911
376,grayvoron,50.4767,35.6773,286.0,71,100,1.0,RU,1682426911
377,marica,-22.9194,-42.8186,297.12,69,5,1.07,BR,1682426911
378,hammerfest,70.6634,23.6821,274.4,75,75,3.09,NO,1682426911
379,ta`u,-14.2336,-169.5144,300.09,75,19,0.97,AS,1682426912
380,kalmunai,7.4167,81.8167,302.26,74,100,3.53,LK,1682426882
381,yelizovo,53.1873,158.3805,275.23,60,75,3.0,RU,1682426912
382,cheremukhovo,60.3484,59.9851,291.13,44,38,4.13,RU,1682426912
383,birobidzhan,48.8,132.95,276.82,88,100,1.07,RU,1682426912
384,ebon,4.582,168.6964,300.09,81,100,5.57,MH,1682426913
385,port blair,11.6667,92.75,301.97,72,96,2.63,IN,1682426701
386,aracuai,-16.8497,-42.0703,300.34,54,55,2.42,BR,1682426871
387,rapla,59.0072,24.7928,293.09,36,62,4.87,EE,1682426913
388,san luis de la loma,17.2706,-100.8939,297.62,76,100,1.74,MX,1682426913
389,nguigmi,14.2495,13.1092,311.95,16,73,1.71,NE,1682426913
390,balikpapan,-1.2675,116.8289,297.7,94,20,1.54,ID,1682426900
391,la fria,8.2203,-72.2439,297.21,86,100,0.36,VE,1682426853
392,yarmouth,41.7057,-70.2286,283.69,92,100,4.02,US,1682426784
393,kasungu,-13.0333,33.4833,299.9,45,11,2.23,MW,1682426914
394,road town,18.4167,-64.6167,300.2,65,20,2.57,VG,1682426914
395,richards bay,-28.783,32.0377,298.68,70,17,4.11,ZA,1682426914
396,abnub,27.2696,31.1511,307.27,8,18,7.43,EG,1682426914
397,acajutla,13.5928,-89.8275,300.65,63,5,1.1,SV,1682426839
398,saint-philippe,-21.3585,55.7679,299.92,81,88,0.35,RE,1682426915
399,coquimbo,-29.9533,-71.3436,286.0,94,100,1.54,CL,1682426915
400,jiangyou,31.7667,104.7167,290.87,64,100,1.1,CN,1682426915
401,vila do maio,15.1333,-23.2167,299.59,78,4,7.41,CV,1682426915
402,vigan,17.5747,120.3869,300.09,75,14,0.31,PH,1682426915
403,khandyga,62.6667,135.6,267.52,97,99,0.86,RU,1682426916
404,turi,40.9173,17.0212,294.51,38,75,4.12,IT,1682426916
405,sterling,39.0062,-77.4286,283.27,63,40,3.13,US,1682426916
406,honiara,-9.4333,159.95,298.83,87,93,0.72,SB,1682426649
407,steamboat springs,40.485,-106.8317,273.9,94,100,1.54,US,1682426916
408,ponta delgada,37.7333,-25.6667,291.55,94,75,3.6,PT,1682426917
409,novodvinsk,64.4165,40.8122,278.01,79,92,2.71,RU,1682426638
410,gamay,12.3854,125.2979,298.58,84,98,1.89,PH,1682426917
411,bataipora,-22.2953,-53.2711,294.12,82,100,3.42,BR,1682426917
412,vilhena,-12.7406,-60.1458,297.27,88,20,2.57,BR,1682426917
413,pimentel,-6.8367,-79.9342,298.31,83,75,0.51,PE,1682426793
414,fuglafjordur,62.244,-6.814,273.41,62,100,8.03,FO,1682426918
415,riverside,33.7333,-116.0508,291.59,58,0,1.54,US,1682426918
416,cambria,35.5641,-121.0808,286.27,62,8,2.8,US,1682426918
417,pathein,16.7833,94.7333,301.73,71,18,5.43,MM,1682426918
418,demba,-5.51,22.2667,300.25,68,95,0.96,CD,1682426918
419,omdurman,15.6445,32.4777,317.0,10,6,3.58,SD,1682426918
420,hailey,43.5196,-114.3153,274.76,75,0,5.81,US,1682426919
421,qamdo,31.1667,97.2333,273.19,68,100,3.72,CN,1682426637
422,skelleftea,64.7507,20.9528,273.15,100,75,6.17,SE,1682426919
423,sturgis,41.7992,-85.4192,278.19,86,100,2.06,US,1682426919
424,'ain el melh,34.8415,4.1638,299.93,14,81,3.9,DZ,1682426919
425,flin flon,54.7682,-101.865,271.06,64,40,2.06,CA,1682426920
426,okha,53.5739,142.9478,270.84,81,70,1.83,RU,1682426920
427,kapa'a,22.0752,-159.319,295.14,85,75,3.6,US,1682426920
428,la foa,-21.7108,165.8276,297.13,81,100,1.56,NC,1682426920
429,lincheng,19.9078,109.6858,296.26,84,99,6.17,CN,1682426743
430,newman,37.3138,-121.0208,286.09,81,12,1.79,US,1682426920
431,mglin,53.0591,32.8475,289.81,49,98,2.38,RU,1682426921
432,carutapera,-1.195,-46.02,301.02,80,71,3.45,BR,1682426921
433,kantunilkin,21.0917,-87.45,299.12,73,4,1.96,MX,1682426921
434,bulancak,40.9372,38.2291,288.05,77,0,3.09,TR,1682426921
435,polyarnyy,69.1989,33.4478,273.64,69,1,8.78,RU,1682426921
436,urangan,-25.3,152.9,295.06,70,26,9.04,AU,1682426922
437,sierra grande,-41.606,-65.3557,290.87,24,95,3.58,AR,1682426922
438,vidyayevo,69.3191,32.8049,273.45,72,6,8.63,RU,1682426923
439,shahba,32.8551,36.629,293.92,17,0,7.12,SY,1682426923
440,hami,42.8,93.45,292.24,22,100,8.63,CN,1682426923
441,malabrigo,-29.3464,-59.9696,290.87,80,75,2.36,AR,1682426923
442,conde,-7.2597,-34.9075,297.85,100,75,2.06,BR,1682426877
443,okhotsk,59.3833,143.3,270.37,95,99,3.2,RU,1682426924
444,selebi-phikwe,-21.979,27.8498,306.96,20,0,1.69,BW,1682426924
445,vernon,50.2581,-119.2691,278.11,71,100,1.54,CA,1682426782
446,usinsk,65.9939,57.5281,273.38,78,20,3.7,RU,1682426925
447,syktyvkar,61.6764,50.8099,294.0,26,0,5.0,RU,1682426925
448,swift current,50.2834,-107.8014,276.6,65,100,7.72,CA,1682426925
449,katsuren-haebaru,26.3369,127.8719,295.58,86,100,4.12,JP,1682426925
450,sinop,41.7711,34.8709,284.39,49,99,0.83,TR,1682426926
451,juan de herrera,18.874,-71.2383,297.22,73,25,1.97,DO,1682426926
452,walvis bay,-22.9575,14.5053,304.68,40,0,4.63,NA,1682426926
453,refahiye,39.9008,38.7667,285.6,37,36,3.32,TR,1682426926
454,alamos,27.0167,-108.9333,290.99,33,9,1.66,MX,1682426926
455,sherbakul',54.6316,72.3963,291.88,32,11,4.76,RU,1682426926
456,labrador city,52.9463,-66.9114,277.1,60,75,1.03,CA,1682426927
457,buena vista,43.4203,-83.8986,277.12,76,40,2.57,US,1682426927
458,lakatoro,-16.0999,167.4164,299.01,82,19,2.59,VU,1682426927
459,susuman,62.7833,148.1667,259.05,99,81,1.82,RU,1682426928
460,acarau,-2.8856,-40.12,300.98,76,61,5.17,BR,1682426817
461,lethem,3.3803,-59.7968,296.72,93,100,1.06,GY,1682426928
462,at taraf,25.3628,49.725,306.45,35,66,7.32,SA,1682426928
463,mineiros,-17.5694,-52.5511,297.95,64,55,4.24,BR,1682426929
464,ko pha ngan,9.7578,100.0291,301.53,73,100,5.38,TH,1682426929
465,kovdor,67.5662,30.4758,274.0,82,96,1.43,RU,1682426675
466,mount pearl,47.5166,-52.7813,275.84,96,100,8.23,CA,1682426929
467,paradip garh,20.3167,86.6167,297.43,70,100,6.52,IN,1682426929
468,pangody,65.85,74.4859,271.7,86,100,3.22,RU,1682426929
469,kununurra,-15.7667,128.7333,298.14,78,81,0.0,AU,1682426931
470,broome,42.2506,-75.833,278.97,78,0,2.06,US,1682426931
471,pamanukan,-6.2842,107.8106,300.09,78,100,1.69,ID,1682426931
472,khor,47.8861,134.9464,282.51,63,100,7.17,RU,1682426931
473,jayapura,-2.5333,140.7,299.81,89,100,2.5,ID,1682426932
474,khorixas,-20.3667,14.9667,308.32,22,34,4.1,NA,1682426932
475,huanren,41.2647,125.3667,277.42,96,100,3.52,CN,1682426750
476,wynyard,-41.0,145.7167,287.03,83,1,2.36,AU,1682426932
477,itoman,26.1247,127.6694,295.58,94,75,7.2,JP,1682426932
478,astoria,46.1879,-123.8313,282.09,76,100,3.09,US,1682426932
479,panshan,41.1881,122.0494,278.25,56,14,5.95,CN,1682426934
480,severnoye,56.3491,78.3619,279.26,68,100,2.0,RU,1682426934
481,zheleznodorozhnyy,55.7503,38.0042,292.38,36,100,2.93,RU,1682426654
482,klaksvik,62.2266,-6.589,273.66,63,99,8.54,FO,1682426934
483,messini,37.0511,22.0078,294.92,64,20,5.66,GR,1682426935
484,kerikeri,-35.2268,173.9474,283.66,92,0,2.01,NZ,1682426935
485,tanjung pandan,-2.75,107.65,299.59,82,39,0.78,ID,1682426936
486,veinticinco de mayo,-35.4323,-60.1727,292.38,63,97,3.0,AR,1682426936
487,fale old settlement,-9.3852,-171.2468,301.93,75,100,4.02,TK,1682426937
488,goundi,9.3627,17.366,313.96,20,82,1.59,TD,1682426937
489,ghadamis,30.1337,9.5007,303.89,9,3,2.93,LY,1682426937
490,leava,-14.3,-178.1667,301.37,77,45,4.12,WF,1682426937
491,upington,-28.4478,21.2561,301.36,28,0,1.54,ZA,1682426937
492,san jose del guaviare,2.5729,-72.6459,297.84,83,93,0.99,CO,1682426937
493,gobabis,-22.45,18.9667,301.8,28,52,3.59,NA,1682426938
494,sale,34.0389,-6.8166,307.39,57,11,4.12,MA,1682426939
495,malaya vishera,58.8454,32.2222,292.77,31,98,3.7,RU,1682426939
496,kaiapoi,-43.3783,172.6401,289.52,58,100,3.6,NZ,1682426939
497,happy valley-goose bay,53.3168,-60.3315,278.32,70,20,0.0,CA,1682426939
498,mastung,29.7994,66.845,295.0,21,100,4.84,PK,1682426939
499,urrao,6.3152,-76.1342,290.79,77,7,0.16,CO,1682426839
500,mallapuram,11.9667,78.25,298.07,81,98,3.58,IN,1682426940
501,myeik,12.4333,98.6,302.18,76,100,3.09,MM,1682426940
502,fortuna,40.5982,-124.1573,282.03,91,100,0.45,US,1682426940
503,ratangarh,28.0833,74.6,307.06,12,18,2.88,IN,1682426941
504,coyhaique,-45.5752,-72.0662,280.49,100,100,1.54,CL,1682426941
505,cabo san lucas,22.8909,-109.9124,291.76,63,12,4.81,MX,1682426941
506,taltal,-25.4,-70.4833,292.95,69,1,2.42,CL,1682426941
507,la tuque,47.4334,-72.7824,277.29,93,100,1.03,CA,1682426942
508,greymouth,-42.4667,171.2,287.4,91,52,8.84,NZ,1682426925
509,necochea,-38.5473,-58.7368,290.66,68,15,3.19,AR,1682426753
510,durg,21.1833,81.2833,306.25,61,100,9.77,IN,1682426851
511,prince george,53.9166,-122.753,276.27,60,0,2.06,CA,1682426942
512,ippy,6.2679,21.2247,310.74,25,24,2.09,CF,1682426927
513,severo-yeniseyskiy,60.3725,93.0408,269.59,95,100,3.52,RU,1682426942
514,bosobolo,4.1833,19.9,308.92,35,78,1.55,CD,1682426943
515,gaigeturi,33.4644,126.3183,285.18,94,100,0.51,KR,1682426943
516,dunedin,-45.8742,170.5036,281.93,76,100,7.15,NZ,1682426763
517,murudeshwara,14.0943,74.4845,301.61,70,19,3.16,IN,1682426646
518,nurota,40.5614,65.6886,298.02,18,0,9.29,UZ,1682426800
519,le moule,16.3332,-61.3473,302.69,100,32,0.45,GP,1682426944
520,metlili chaamba,32.2667,3.6333,304.67,17,0,3.09,DZ,1682426945
521,yugorsk,61.3133,63.3319,288.21,60,18,5.74,RU,1682426946
522,saint-francois,46.4154,3.9054,288.13,52,0,3.6,FR,1682426946
523,eyl,7.9803,49.8164,303.95,61,24,5.63,SO,1682426946
524,canguaretama,-6.38,-35.1289,302.3,69,74,5.34,BR,1682426946
525,asubulaq,49.5583,83.0558,277.16,48,39,4.77,KZ,1682426947
526,bayanhongor,46.7167,100.1167,277.75,51,100,5.12,MN,1682426947
527,ascencion,31.1,-107.9833,287.11,34,0,4.44,MX,1682426947
528,plastun,44.7561,136.2939,277.37,80,100,2.55,RU,1682426947
529,gonabad,34.3529,58.6837,301.93,15,100,8.61,IR,1682426948
530,coahuayana de hidalgo,18.7,-103.6583,294.55,82,100,1.58,MX,1682426949
531,axim,4.8699,-2.2405,303.88,66,99,4.3,GH,1682426949
532,sandpoint,48.2766,-116.5533,279.5,93,100,0.0,US,1682426949
533,port saint john's,-31.6229,29.5448,295.41,88,93,1.73,ZA,1682426949
534,sinabang,2.4803,96.3801,301.2,77,98,2.05,ID,1682426950
535,holualoa,19.6228,-155.9522,295.06,78,75,2.24,US,1682426950
536,brioude,45.1667,3.4167,288.09,41,99,2.92,FR,1682426950
537,manicore,-5.8092,-61.3003,298.12,88,75,2.06,BR,1682426950
538,panama city beach,30.1766,-85.8055,293.14,67,0,3.58,US,1682426951
539,sandnessjoen,66.0217,12.6316,279.07,44,75,4.12,NO,1682426951
540,porto novo,6.4965,2.6036,305.05,54,100,4.79,BJ,1682426951
541,whitecourt,54.1502,-115.6855,276.73,100,75,1.03,CA,1682426951
542,benjamin aceval,-24.9667,-57.5667,292.37,95,100,1.11,PY,1682426951
543,palmer,42.1584,-72.3287,283.32,83,19,1.68,US,1682426952
544,nouadhibou,20.931,-17.0347,296.14,68,0,5.66,MR,1682426952
545,yushu,44.8,126.5333,276.34,82,100,6.24,CN,1682426755
546,al majaridah,19.1236,41.9111,306.2,41,33,4.19,SA,1682426952
547,rikaze,29.25,88.8833,283.64,15,100,2.74,CN,1682426952
548,bumba,2.1833,22.4667,304.06,52,67,0.76,CD,1682426953
549,carnarvon,-24.8667,113.6333,292.71,54,40,7.14,AU,1682426779
550,kargopol',61.5071,38.9456,290.46,52,55,1.25,RU,1682426953
551,lautoka,-17.6167,177.4667,298.07,88,75,3.09,FJ,1682426953
552,vicksburg,32.3526,-90.8779,285.28,69,75,2.57,US,1682426836
553,tandil,-37.3217,-59.1332,290.37,69,67,1.04,AR,1682426955
554,bluefields,12.0137,-83.7635,297.19,94,40,2.06,NI,1682426955
555,barra de santo antonio,-9.4047,-35.5072,297.75,78,100,4.01,BR,1682426955
556,wotho,10.1657,166.0102,298.16,90,100,5.22,MH,1682426955
557,quillacollo,-17.4,-66.2833,291.0,32,1,0.0,BO,1682426956
558,basco,20.4487,121.9702,298.78,73,29,5.04,PH,1682426956
559,vicuna,-30.0319,-70.7081,282.0,17,54,0.46,CL,1682426957
560,altayskoye,51.9533,85.3325,276.26,57,96,4.56,RU,1682426958
561,malvan,16.0667,73.4667,301.55,71,45,4.12,IN,1682426960
562,maitum,6.0392,124.4986,300.15,82,100,0.6,PH,1682426960
563,kittila,67.6647,24.8936,276.23,32,0,3.09,FI,1682426962
564,mangrol,21.1167,70.1167,301.47,69,100,7.56,IN,1682426962
565,korhogo,9.45,-5.6333,311.89,27,100,1.84,CI,1682426963
566,karyes,37.3,22.5,288.82,41,100,7.37,GR,1682426965
567,conception bay south,47.4999,-52.9981,276.17,95,100,8.23,CA,1682426828
568,broken hill,-31.95,141.4333,292.67,46,67,4.36,AU,1682426965
569,ploneour-lanvern,47.9,-4.2833,285.33,71,100,6.17,FR,1682426965
570,djibo,14.1022,-1.6306,313.31,8,4,3.29,BF,1682426951
571,lupane,-18.9315,27.807,307.89,17,3,1.15,ZW,1682426966
572,kone,-21.0595,164.8658,295.74,88,100,1.94,NC,1682426966
573,laojunmiao,39.8333,97.7333,286.65,14,9,2.62,CN,1682426966
574,la ronge,55.1001,-105.2842,274.29,60,75,4.12,CA,1682426785
575,queenstown,-31.8976,26.8753,298.61,28,100,4.25,ZA,1682426966
576,quelimane,-17.8786,36.8883,303.12,58,40,5.36,MZ,1682426966
577,east london,-33.0153,27.9116,295.67,83,100,3.6,ZA,1682426967
578,utrik,11.2278,169.8474,300.31,77,93,8.65,MH,1682426967
579,mahibadhoo,3.7833,72.9667,301.92,73,93,3.04,MV,1682426794
580,ouddorp,51.8117,3.9347,285.36,59,13,6.67,NL,1682426967
581,hawera,-39.5917,174.2833,288.03,72,19,7.7,NZ,1682426967
582,marsh harbour,26.5412,-77.0636,296.99,74,4,6.28,BS,1682426968
583,nantucket,41.2835,-70.0995,283.21,87,40,1.54,US,1682426869
584,baharly,38.4362,57.4316,307.69,12,6,11.6,TM,1682426969
585,semnan,35.5729,53.3971,301.75,19,69,8.13,IR,1682426969
586,cadale,2.7603,46.3222,302.89,64,100,3.5,SO,1682426969
587,ilovlya,49.3033,43.9796,290.61,61,97,6.69,RU,1682426969
588,gaspe,48.8334,-64.4819,275.1,100,75,1.54,CA,1682426970
589,panaba,21.2833,-88.2667,298.99,73,4,4.51,MX,1682426971
590,mkushi,-13.6202,29.3939,299.38,41,0,3.7,ZM,1682426971
591,nazyvayevsk,55.5698,71.3529,291.46,37,71,4.28,RU,1682426971
592,maun,-19.9833,23.4167,306.13,29,0,3.09,BW,1682426487
